Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
IC_4725,4092919664893574400,277.7576140083558,-19.093451774507688,1.4457318298599109,-1.7319840034103513,-6.875784287055413,14.782210999999998,1.3643074
IC_4725,4092919974131213440,277.7072660662646,-19.09506487673034,1.541374208710075,-1.5106638630886091,-5.864618646419282,17.13778,2.0097523
IC_4725,4092920214649392000,277.67020633693187,-19.09193091446005,1.4575021961729733,-1.627345170340935,-6.527645845599742,15.089707,1.366354
IC_4725,4092920390848198528,277.7006328893372,-19.050347251769075,1.6050835174458205,-1.4214695363106982,-6.024490964958247,13.885159,1.1659269
IC_4725,4092920489533519616,277.7326151250828,-19.065672213382395,1.503954201459407,-1.606056450143236,-6.254403636777608,14.8653,1.3505678
IC_4725,4092920562646849536,277.7206709404681,-19.05523779271353,1.5830064161579618,-1.797357283613039,-5.882807091130456,15.694335999999998,1.5924225
IC_4725,4092920597006587520,277.73332813055185,-19.0436402798474,1.5337669570810746,-1.6863316047751804,-6.434347028864383,17.875849,2.315876
IC_4725,4092920700085781504,277.74893477951883,-19.04084486018624,1.5560885800318625,-1.7742569418876977,-6.0705123620367525,15.0494995,1.3622866000000002
IC_4725,4092921108005949056,277.8154940718243,-19.0598686217938,2.452249388565611,-1.9192663849427007,-6.317469442770549,17.122576000000002,2.028658
IC_4725,4092909253894197504,277.8468294820303,-19.07410772972317,1.5927456829714952,-1.5154021400735695,-5.838618985574706,10.361483,0.42224026
IC_4725,4092908772859867648,277.9285104968689,-19.069117408551328,1.4877676989073945,-1.5134228887944574,-6.290851371367424,12.057482,0.71287346
IC_4725,4092908979016291328,277.87975919270133,-19.09490496219166,1.3540929231175451,-1.6044251815845665,-5.938327606978338,12.157658,0.7537041
IC_4725,4093236667841410944,278.38016495944686,-19.09744816471432,1.467133394773605,-1.9179316122874177,-6.148643636403061,13.690084,1.1446228
IC_4725,4093508732639233920,277.60039056609315,-18.63231356770779,1.8364490786141805,-2.1136269187891084,-6.503812683792836,17.369020000000006,1.9336853
IC_4725,4093503956634554112,277.861492947277,-18.56732010040645,1.4910470478973503,-1.5271342007737332,-6.003201509306407,15.381209,1.4863176000000002
IC_4725,4093491312249416320,277.81691939022227,-18.75888663848223,1.53118515314348,-1.6429258437049348,-6.486753168207509,11.069883,0.46094227
IC_4725,4093491415328729216,277.75165861822325,-18.76774230903841,1.5585818367324298,-1.6152053768879266,-6.419906357105948,17.297583,1.8894997
IC_4725,4093491548378232192,277.7779424925861,-18.74775339731508,1.7434153350428403,-1.5860784651486388,-5.738214417627876,17.194845,2.111267
IC_4725,4092873519763928064,277.599118118604,-19.389364225822074,1.636570439937186,-1.8401448211427576,-6.175114395620088,15.747,1.5567722
IC_4725,4093494198467674752,277.7638787120066,-18.67781471098841,1.4839140957762789,-1.8068773112209329,-6.129848108240164,16.22989,1.870925
IC_4725,4093494846913211904,277.82612329189635,-18.62740040175488,1.6532992893355585,-2.023081683147547,-5.815984000961895,16.238429999999994,1.5085601999999998
IC_4725,4093496290024767744,277.6083770923865,-18.685124538986425,1.4853823348640756,-1.571903116789871,-6.309021805799997,9.876774,0.34876823
IC_4725,4093496358746765696,277.5810619009092,-18.69098621889312,1.5420603840706548,-1.4033112934879437,-5.929553578630049,15.399116500000002,1.3935852
IC_4725,4093496839783182208,277.6533977395351,-18.64070271273041,1.4674253936759023,-2.069729542558092,-5.896581897398622,16.675816,1.9639311
IC_4725,4093233270531458560,278.17985093673985,-19.089639573641985,1.1788443951084209,-1.486004445400202,-5.836227377171035,17.171844,1.8241377
IC_4725,4093233236244821632,278.1584496237685,-19.10051327313233,1.5337630621321778,-2.0472368978238293,-5.873925194950197,10.822409,0.47780323
IC_4725,4093233236244820736,278.1663777507652,-19.09413939365109,1.5802635070818651,-1.5935000947397588,-6.0916387692572735,15.823520000000002,1.5800982
IC_4725,4093491552767668608,277.7800131082449,-18.74925529257851,1.3024840551879422,-1.6833955975987132,-6.892899569815342,17.531482999999998,1.7467327
IC_4725,4093235087293723648,278.27728088532217,-19.04306088785201,1.5163926532688503,-1.89327095540316,-6.1430129189505775,15.742860999999998,1.6079778999999998
IC_4725,4092909047737755776,277.8686121779887,-19.085911589454856,1.5730662330388356,-1.4947469684921633,-5.559499377200834,12.232539,0.7436885999999999
IC_4725,4092909052132108544,277.8717960911088,-19.0866621898492,1.5109216042884417,-1.4140570595878756,-5.845301421546633,11.593229,0.5845041
IC_4725,4092913617579425792,277.5871573301431,-19.166031368064424,1.4787382235287916,-1.6445494941541967,-6.407963400340768,14.006348999999998,1.1321974
IC_4725,4092913651939198592,277.5941738001917,-19.15377050424084,1.5859584810575482,-1.4018612046432395,-6.036123052788375,15.812728,1.5146275
IC_4725,4092918702821030016,277.55997054866435,-19.033670770700244,1.3851920951415766,-1.7451379769844038,-6.248685615199795,16.258098999999998,1.6314906999999998
IC_4725,4092914132975660800,277.66506240967493,-19.1085370372044,1.5228152340577867,-1.4040561770068178,-5.731030536594719,14.291723,1.1956577
IC_4725,4093499760381341312,277.89390221575337,-18.633527271421595,1.4631029821988064,-1.914126270320848,-5.636464187266202,13.291154999999998,1.2595186
IC_4725,4093233270531666048,278.17064896619115,-19.0793671191882,1.7123910434571503,-1.5919767012782318,-6.369795741539093,17.517181,2.2476902
IC_4725,4093233678544124928,278.24461042009136,-19.10713643451613,1.5162534326969304,-1.7428720468114738,-6.123105978742482,15.831951,1.555253
IC_4725,4093233854719831040,278.309976030212,-19.10870543556959,1.7524613841235963,-1.7759774769812948,-6.255295769423525,17.206924,1.9562683
